protein1	protein2
EPB41L2	JMJD6
SRSF6	PRPF4B
UQCR11	VRK3
MAGEA8	PRKDC
COX10	DGKZ
YWHAG	MARK1
S100A2	LATS1
FCER1A	SRC
MAD2L1	ABL2
FTL	PXK
PDCD2	CAMKV
TTC14	CDK10
SYT2	CHEK2
RAB27A	RPS6KA1
CLRN2	ADCK2
RARRES1	ITPKC
HCST	PDK1
CCDC96	ITPKC
GPR17	STK17B
SLC18A2	TTK
AVPR2	ATM
TMEM74	CDK17
C1orf54	FLT1
CD6	CAMKV
MLNR	PRKDC
FRMD1	PRKAR1B
PDCD1	JAK1
PDE3A	TAOK2
C3orf52	TAOK2
CXCL16	BLK
MRPL30	FASTKD2
OPALIN	ATR
S100P	BRAF
GADD45A	PEAK1
RPLP0	CDK13
APOC3	BLK
SPATA6	IP6K1
SLC31A1	GAK
P2RY10	ADCK4
HNRNPCL2	NEK4
SLC9A3R2	PAK1
SRSF11	CLK3
IGHD	EIF2AK3
UMODL1	PKMYT1
OCLM	CSNK1G3
SLC22A4	PDK1
CD226	PI4KA
S100A4	PKN3
SEC23A	PIK3C2A
CX3CL1	FLT4
GCGR	ADCK4
EDDM3B	PRKCI
TCEAL7	NEK2
C3orf52	ADCK2
CRKL	ABL2
EBI3	PRKCD
HNRNPCL2	MAP3K6
SV2A	ADCK1
MARCH4	BMPR1A
SLC22A8	GK
RPL13A	SRPK1
RPL13A	SRPK2
TSR1	BLK
EIF5A2	PIK3C2A
CCT8L2	STK39
CD6	CSNK2A1
C3orf18	PRKDC
C3orf18	MAPK8
XRCC6BP1	PEAK1
PIPSL	VRK1
NFATC1	SHPK
DEFB135	FGFR1
CREB3L3	PRKACB
GCGR	CAMK1
PCDHGB5	ERN1
GPR173	RBKS
PLD1	PRKAR1B
KCNA4	CSNK1G1
HES3	SRC
ADARB1	PRPF4B
RPL36	FLT1
SIRT3	SRC
SNAPC4	CAMK2G
RNF181	NAGK
C19orf18	BMPR1A
CRLF2	EPHB4
PLA2G6	CHEK1
SALL2	PRPS2
MAGEA8	MELK
SYT2	ERN1
PTH1R	ATM
NEU2	CDK6
IGFL3	INSR
TAGAP	BLK
METTL10	CAMK2B
DHFRL1	EGFR
SERF2	RIOK1
RPL35A	PKN2
IFT20	DSTYK
SRSF5	CLK4
RPL26L1	SRPK2
PSENEN	GTF2F1
PICK1	PRKACB
C3orf52	DGKE
PIP	PTK2
HIF1A	PDGFRB
SLC31A1	SNRK
DUSP16	SIK3
ZIC2	VRK1
SRSF4	CLK3
SRSF4	CLK1
DIEXF	AAK1
MAGEB2	PRPF4B
PRELID2	BUB1
KCNE3	PKMYT1
ATP6V0D2	BLK
CMTM8	ADCK1
MRPL2	FASTKD2
BHLHE23	CSNK2A1
SRSF3	PRPF4B
PLEKHJ1	PRKD2
GYPA	FASTKD2
YWHAQ	ZAK
ANKS3	CSNK2A1
PICK1	TBK1
CCR6	DOLK
BAGE2	EPHA6
RNF151	CLK2
SLC31A1	LIMK2
FHL2	WNK1
KLF5	GSK3A
ABTB2	RIPK1
GAD1	BLK
GPR17	ATR
CGA	TRIO
ST14	EIF2AK3
LPIN2	DYRK1A
PTCHD3	VRK2
NAA11	CAMK2B
MLNR	CDC42BPA
DGCR2	PRKDC
MARCH1	EPHA3
TCEAL7	GTF2F1
RPS3	CDK13
KCNK18	ACVR1
TMEM74	PIK3CA
TMEM74	PIK3CB
CHIT1	BLK
SLURP1	BMP2K
TIMP3	PRKACG
SRSF6	CLK4
HNRNPCL2	RNASEL
EMB	STK3
GUCA1B	SRC
LAMTOR5	STK38L
TLR3	BLK
TAX1BP3	PAK1
A4GNT	POMK
CDH16	EGFR
YWHAG	WEE1
BAG1	GAK
KCNE3	PKN2
KCNE3	PRKCD
CD6	CSNK2A2
CD6	CSNK1E
RNF149	BMPR2
SLC39A7	PKN1
GPR182	PRKDC
TULP4	CASK
SULF2	NEK7
CCL3	EPHB4
CST8	STK39
EVI5	FGFR4
SRSF4	CLK2
CALML3	CAMK2G
ALS2CR11	SCYL1
RNF151	CLK3
LRRC25	PKN3
SPANXN2	NRBP1
ANKRD50	CDK11B
PSENEN	ZAK
LRRC25	ATM
HNRNPCL2	PIK3C2A
TRIM52	TRRAP
LYPD4	UCKL1
FKBP5	CDK11B
SLC2A13	BLK
CCNO	CDK1
MARCH1	TGFBR2
APBA1	MARK1
SPANXN4	MAPK14
RPL36	CDK12
PIP	HUNK
CNOT10	RIPK1
TMPRSS13	EPHB4
C20orf197	CDK12
SRSF6	CDK11B
LARP4B	FASTK
TMPRSS11B	PTK7
YBX2	CLK3
IGHM	BCKDK
FGF12	PHKA2
FGF12	PHKB
CRLF2	ACVR2A
DSC1	GRK7
SIX5	STK40
FOSB	STK40
ABTB2	TTN
NUP62CL	CIT
BAG2	SLK
VDR	UCKL1
VCPIP1	CAMK2B
IL32	BMPR1A
FBXO2	MERTK
KRTAP19-7	TBK1
GPR17	TBRG4
ABTB2	AK1
GPIHBP1	MET
PURG	SRPK1
HSPA1A	BUB1B
FPR1	TTK
SLC9A3R2	PAN3
CTCFL	PRKAR2B
MTSS1L	TTK
P2RY10	FASTKD1
PRR3	CLK2
GPR182	FASTKD1
TMPRSS13	POMK
CHRNB4	EIF2AK3
TBXA2R	BMPR1A
CBX6	FASTKD2
HNRNPCL2	GSG2
FGF13	MARK2
ECM1	TGM2
RLN1	EPHA6
PDCD2	SRC
CT45A5	JMJD6
LRRC17	PRKCI
ATG4B	CSNK1E
APBA1	RPS6KA3
RNF149	ACVR2B
RNF149	ACVR2A
RNF149	ACVR1B
DDIT3	TLK2
S100P	EIF2AK4
SULF2	PRKAR1B
HECTD1	EPHB2
S100P	TBK1
TMEM14B	CDK11B
SYCE1	ROCK1
EFNA4	PRKDC
RNF149	FGFR1
S100A2	BRSK1
PLA2G2D	CAMK1
MLNR	FASTKD1
KIF20A	CAMK1
CCT8L2	RPS6KA4
HNRNPCL2	BAZ1B
HNRNPCL2	CAMK4
DNAJC5	CSNK1G3
HSPA1A	ZAK
AVPR1B	PIK3CA
FGF14	PRKACB
CXCR4	TYK2
P2RY10	PRKDC
IL7R	PRKCI
CEP85L	MARK1
PLEKHA2	JMJD6
OPALIN	DOLK
RXFP2	LIMK1
AP3S1	BLK
LBH	GTF2F1
PCDHGA6	EPHB4
UBE3C	PRKAR2B
IL13RA2	PRKDC
TBX18	PAPSS2
FPR1	PANK4
GOLGA8G	ROCK2
ARL5B	BLK
MDGA1	CDK5
YWHAQ	LATS1
IGHM	MTOR
GPSM3	MARK2
FAM133A	JMJD6
CRLF2	ACVR1B
DYNLL2	PRKACG
S100A2	BRSK2
GPR182	PIK3R4
CYB5B	TBRG4
ZNF641	SRC
SPANXN4	MAPK9
CLU	ARAF
PHF8	MAPK14
SDHD	SRC
CERS2	PRKCA
ANXA6	PAK6
MAGEB2	CDK12
WWP2	LATS1
ZCCHC10	CDK12
HCRTR2	FLT4
H2AFJ	RIOK2
GREM2	MAPK14
BEX1	UHMK1
TGFA	GAK
CCDC33	TRIB2
RCOR1	MYT1
MALL	CSNK1G2
RNF181	MAPK3
DNAJC6	BMP2K
C22orf42	EPHA5
PIGP	BLK
FPR1	PDK3
BEX4	PRKCD
HCST	BCKDK
OCIAD1	ATM
C20orf197	ZAK
PIPSL	MINK1
FAM120A	FASTKD2
P2RY10	TBRG4
OTX2	PDK1
HOXC5	OXSR1
IGHM	TBRG4
FILIP1	CAMKK2
ZHX1-C8orf76	PRKAR2B
CEACAM8	PTK7
C7orf34	FGFR1
CNOT6L	MAP4K4
CD6	MAP4K4
LOXL2	MAP4K3
TFAP2B	AK4
CALM1	ABL2
STIM2	NAGK
SAP18	PHKG2
GPR17	ADCK1
FTL	VRK2
HNRNPCL2	MAP2K3
ATP13A3	DOLK
CLSTN1	TYK2
WASH3P	STK40
SLC9A5	PRKAA1
SLC9A5	PRKAB2
KLRC3	CDK3
FHL2	HIPK1
ZCCHC10	CSNK1E
LURAP1	ROCK2
BET1	TBK1
GPSM3	CDKN2C
RARRES3	PRKAA1
RARRES3	PRKAB1
USP28	BRAF
TMEM59	BMPR1A
SFTPA2	LIMK2
ANKRD9	BLK
ATXN7L1	CDKN2C
AIM1L	MAP3K7
FAM110D	MAPK9
HNRNPCL2	GRK6
PCDHA8	CDK17
SLC22A4	TTK
METTL10	PIK3C2A
CDH16	BLK
DEFB116	SRC
BBS7	PI4K2B
CD3D	ADCK2
RPS3A	SRPK2
GPR17	ADCK4
C1orf54	MET
SCRIB	PRKAB2
SCRIB	PRKAB1
SCRIB	PRKAA1
MID1IP1	PRKAA2
MID1IP1	PRKAA1
MID1IP1	PRKAB2
MID1IP1	PRKAB1
ZNF577	MAPKAPK5
MAP7	BMP2K
ASCL1	CDK2
BTNL9	CDK11B
FAM19A2	ERN1
IFI27L1	CDK12
SHISA6	CAMK2D
MAP2	PRKACB
ZCCHC9	TPK1
GPSM3	MARK1
SCML1	SRC
OCIAD1	FASTKD2
UBE2S	CDK20
FBLIM1	DCLK1
YWHAZ	SPEG
DNAJA2	GAK
ABT1	STK3
ABT1	STK4
EFNA5	ATR
CCL3	MAP4K4
UQCR11	CDK11B
CCT8L2	BUB1
YWHAH	MAP3K15
CES2	PI4K2A
HYPM	ATM
HNRNPCL2	CAMK2B
PIPSL	CDK20
PIPSL	CSNK1E
FPR1	ATM
EPB41L1	CLK2
EPB41L1	CLK3
GYPA	SMG1
APBA1	CSNK1G3
UQCRFS1	PDK3
UQCRFS1	PDK1
SHARPIN	HIPK1
SLC9A8	MINK1
SLC31A1	DSTYK
HIST3H2BB	TRRAP
SLC22A4	PI4K2A
PCDHB1	EIF2AK3
TMEM9	FASTKD1
MAGEA9	CAMK2D
MAGEA9	CAMK2B
DEFB135	INSR
LDLRAD1	EIF2AK3
ERCC4	PBK
CEP55	SRC
ARMS2	PRKCA
AVPR1B	BMPR1A
HOXD11	PRKD1
C3orf18	ATR
UTP23	SRPK2
AHSP	CDK12
CXorf58	TGFBR2
AVPR2	STK17B
CLSTN1	PRKDC
HYPM	MTOR
SRSF5	CDK13
FTL	NEK3
IFI6	CDK12
SLC39A7	ROCK2
EPB41L4A	FGFR1
CRLF2	FGFR1
CDH16	NEK6
FANCD2OS	DYRK1A
HNRNPCL2	MARK3
SLC9A3R2	MAPK12
B3GNT2	POMK
HNRNPC	CLK2
ADAM19	NRBP1
EVA1B	CHUK
AVPR1B	PKN3
GPR17	FASTKD1
HNRNPCL1	CLK2
GPR12	TTK
GP9	EPHA7
RPL26L1	RIOK2
GPR182	ATR
TMEM134	IP6K1
SAA1	CDK12
GOT1	PKM
PIPSL	PSKH1
HBG2	SRC
DEFB109P1B	FGFR1
LRRIQ1	EPHB2
FAM65C	SRPK3
CX3CL1	FGFR4
OSTM1	JAK1
GYPA	UCKL1
POU1F1	CDC42BPG
LY86	MAP3K7
ITFG3	ATR
RPL35A	AK4
MYL12B	MYO3B
MAGEA8	KSR1
ABCB9	PIK3CA
AARSD1	PRKAR1B
KCNE3	AKT3
RPS6	SRPK1
RNF181	CHEK1
WHAMMP3	DAPK3
SLCO1B3	ADCK1
SMIM5	BMPR1A
YWHAH	SGK223
LHFPL2	SRC
TACSTD2	STK17B
PCDHAC2	ETNK1
OPALIN	PI4KA
NOP2	CDK12
FAM83A	CSNK1E
PTH2R	RYK
C11orf87	NEK1
CAV1	PIK3CB
CAV1	PIK3CA
CHODL	KIAA1804
ZHX1-C8orf76	PHKB
PTGES3	CDC42BPB
FURIN	BMPR1A
NUPL2	FASTKD2
TNFRSF1B	MAP3K7
PIPSL	DGKZ
HSPA1A	SCYL2
CHRM3	PRKDC
SLC18A2	DOLK
GPR150	PIK3CA
TNNC2	RPS6KA4
COQ3	FUK
BAGE2	STK39
ZSCAN5A	CAMKV
KIAA0408	PHKG2
SV2A	CHEK2
RPL7A	CDC42BPA
FGF11	PASK
XK	SRC
CCL22	FGFR4
DLX6	MAPK14
KLRC1	FASTKD3
KCNE3	MERTK
PTGES3	UCKL1
RAD51B	PRKACB
SLC31A1	ADCK1
KCNE3	PI4K2B
PTBP3	CLK3
DYNLL2	CDC42BPG
IGHM	STK17B
BAG1	BRD4
REP15	NEK1
LRRC25	TTK
C15orf59	NEK9
SPANXN4	MAPK12
RNF145	PHKG2
KCNMB2	TK1
S100A4	GAK
RWDD2B	CMPK1
EZH1	VRK3
INS	FGFR4
COQ3	ITPKC
STX17	PTK6
MAP2	GSK3A
IL20RA	VRK1
MARCH1	ACVR2A
TBXA2R	FGFR1
MYH4	SRC
GMCL1P1	PKMYT1
IRGM	CAMKK1
RALB	MAPK1
IFNAR1	BMPR1A
PTH2R	POMK
SCD	PANK1
OR5C1	BLK
SPDYC	CDK1
EHHADH	CDK11B
SPATA25	TAF1
DLGAP2	CASK
ANKRD39	BLVRA
RPL27A	PRKCI
CDH23	MELK
KLK9	NRBP1
KCNE3	MAP4K4
YWHAG	LATS1
SPSB4	RPS6KA5
B3GNT8	ATR
KIAA1683	STK3
KRT27	PRKD1
KCNE3	PRKACB
ABT1	CDK12
EVA1B	NAGK
YWHAG	PIK3C2B
CD6	AURKA
ZNF777	PRKD2
DLGAP4	CASK
ANKRD50	BAZ1B
OCIAD1	TRRAP
SRSF2	CAMK1
S100B	GTF2F1
PAEP	STK3
SLC31A1	CSNK1G3
UQCR11	BRD4
SCD	PANK3
RPL13A	CDK13
MRPS17	SCYL3
RNF149	GRK6
RP9	CSNK2A2
TMEM9	NEK7
MFAP5	MELK
SLC22A4	ATM
C15orf59	MINK1
SLU7	SCYL1
EDAR	GRK6
SRSF6	CDK12
ADARB1	CDK12
TRAV20	MAP2K7
FAM110D	CSNK1E
FAM110D	CSNK1D
FAM110D	CSNK1A1
PPP2R2B	PRKD2
CDKN2AIP	BLK
ADAM11	EPHA4
DDX54	CDK13
SPG21	KHK
SPANXN4	MAPK8
SCFD2	ADRBK1
HSPA2	PAK1
FTL	DGKZ
CDKN1B	CDK16
IQCF2	PRKAR1B
TMEM130	TYK2
AKR7L	MARK3
TRIM8	PCK1
TSEN2	AKT3
DEFB114	SRC
KIF24	DYRK1A
CHTOP	RIOK1
AHCYL1	CLK4
HNRNPCL2	EIF2AK2
NUP133	GSK3A
MARCH1	BMPR2
PHF13	BLVRA
KIR2DS3	EIF2AK3
AKR7L	RIOK1
TNFRSF10C	FASTKD2
GALNT3	PAPSS1
CMTM8	TTK
C19orf38	RPS6KA5
LGALS1	MERTK
LSM4	RIOK1
TRAV20	UCKL1
PCDHGC5	ADCK2
NRSN1	FGFR4
NRSN1	FGFR1
SCRT1	VRK3
MME	POMK
KRR1	CDK13
SHISA6	CAMK2G
EN1	EIF2AK4
PURG	PRPF4B
CENPM	DAK
CTLA4	BMPR1A
C16orf71	CDKN2C
RPS16	RIOK2
CX3CL1	BMPR1A
MIF	PDK3
MAGEB2	SRPK1
SLC22A15	PRKDC
TMEM74	PIK3C2A
NPTN	PDK1
ARHGEF39	NME2
LRRC45	PAK6
TIMP3	PRKAR1B
FNDC8	EIF2AK2
HCST	JAK1
NRSN1	EPHB4
MAP7D2	PIK3C2A
YWHAG	MAST3
KDELR3	BLK
C1orf35	GTF2F1
IL3RA	FGFR2
CEACAM8	EPHB4
C1orf95	DOLK
TMEM74	CSNK1D
LIPH	PRKACG
APBA1	PRKD2
TNFRSF10A	FGFR3
IFT20	ATR
RABIF	SRC
C15orf54	GUK1
APOBEC3C	SRPK1
UQCRFS1	PDK2
SPCS1	GTF2F1
YBX2	FASTKD2
HSPA2	PAK2
KCNE3	MELK
TGM1	PTK2
ISCA1	PKM
SV2A	GK
ARSE	DSTYK
IGHM	KIAA1804
RANGRF	WNK1
FTL	MELK
PPP4R1L	EIF2AK4
DGCR2	TBRG4
YWHAH	MAST2
TACR3	PRKD2
TMEM9	NEK6
RNF149	CSNK1E
ANKRD39	CDK2
PTH2R	FGFR4
NAGA	EPHA4
KCNK18	ACVR2A
PIP	TBK1
HNRNPCL2	PRKCI
LIFR	TAF1
FTL	CSNK1D
RPL28	SRPK2
CYCS	CDK12
EFNA4	TBRG4
RC3H2	CDK16
CCL15	BLK
CDKN1A	CDK18
MAD2L1	PEAK1
EFNB1	PI4K2B
BAG2	ABL2
HTRA3	ROCK2
NOMO3	MAP3K7
IGF2BP3	FASTKD2
S100P	STK26
INO80E	STK11
FTL	EIF2AK4
TMEM74	CSNK1E
HNRNPCL2	STK38
GPM6A	CAMKV
S100A6	RIPK1
SLC31A1	MARK4
HCST	MTOR
FXYD3	ATR
DGCR2	DSTYK
EFNB1	KIAA1804
LY86	STK39
RAD51B	PRKACG
CALM1	WNK1
PTGES3	MINK1
KPNA1	BAZ1B
SLC13A2	PGK2
AP1M2	PRKACG
PURG	MAP3K1
SHISA6	CAMK2B
CLEC4A	ROR2
NDUFA4	NME2
FTL	NEK4
ITFG3	FASTKD1
SULF2	PRKACB
GPR182	NEK6
KLK1	NEK4
PTCHD3	ADCK2
CD274	PRKDC
STX17	MAPK13
TNFRSF1B	MKNK1
LRRC25	IP6K1
APOC3	ERN1
FADS2	PANK3
SURF6	BCR
H2AFB2	SRPK1
CXCR4	BLK
DEFB116	INSRR
HCST	ERBB2
SPDYE7P	BRD4
MTPN	PBK
CIB2	EPHA4
TMEM74	MARK2
RP9	CSNK2A1
TMEM169	POMK
IFT20	PKN3
SLC31A1	CDC42BPA
YWHAH	MAP3K7
KCNK18	BMPR1A
AQP3	POMK
MACC1	MARK2
PYCRL	GTF2F1
SYNC	BCR
NOBOX	CDK2
DPF1	OXSR1
PBXIP1	CDK8
KDM5C	TRRAP
HSPA1A	RIPK1
NFKBIL1	CLK2
SYT2	CAMKV
C15orf59	DAPK3
APBA1	OXSR1
CAPN10	STK4
OR2A4	OXSR1
C15orf59	PKN3
RNF149	CSNK1G1
IGHM	ATM
CCDC96	STK4
YTHDF1	BLK
C6orf222	NAGK
PTH2R	GK
TMEM45A	ICK
IFNLR1	AURKA
KLRC1	EPHB4
OCIAD1	DOLK
SDC4	FGFR3
FTL	FASTKD2
GIP	DTYMK
CAPN12	RIOK2
GPR17	PDK1
PDE3A	DOLK
IGHM	FASTKD5
CLGN	MET
PIGF	PRKAR2B
CERS2	PRKAA2
S100A6	STK24
HNRNPCL2	CLK4
FGF13	MARK3
RAMP1	PHKB
P2RY10	ATM
GNL2	GTF2F1
SLC22A4	STK39
EVA1B	DDR1
NPTN	FUK
CDH23	PEAK1
ABT1	PRPF4B
OPALIN	ATM
ANAPC15	ZAK
BTNL9	CSNK1G3
BTNL9	CSNK1G2
EDIL3	CSNK1G3
SLCO1B3	GK
DUSP16	CAMKK2
RPL15	SRPK1
RPL15	SRPK2
RDX	UCKL1
S100B	CDK17
BAG2	SCYL2
FBXO10	PASK
CLEC4A	FGFR3
NUPL2	CLK2
DNAJC25-GNG10	INSR
PKD1L2	MAP3K7
RNF149	FYN
SEMA4C	BUB1B
C7orf60	CAMK1
EFCAB11	BLK
GPRC5D	PRKDC
ZHX1-C8orf76	PANK4
ZCCHC10	CLK2
FPR1	CAMK1
C3orf18	MTOR
RPS9	CSNK2A1
GTF2E2	AK1
LAMTOR5	STK38
SPDYE7P	CDK2
ABCA9	BLK
GPR17	DOLK
WNT6	CHEK1
GYPA	NEK6
CT45A5	BRD4
MCOLN2	SHPK
DDHD1	CHEK1
SLC31A1	PIK3CA
SLC31A1	PIK3R1
PAPOLG	PRKCE
HIST1H4F	SRC
ADAM18	RPS6KA2
ADAM18	RPS6KA3
PLD2	CAMK2A
REC8	CDK2
RPL35A	EIF2AK2
MALL	CSNK1G1
S100A6	PRPSAP1
KXD1	TNIK
P2RY10	TTK
SCGB2A2	MELK
VTN	GSG2
BAG2	TNIK
SPDYE7P	CDK1
RPLP0	SRPK1
BEX4	MAPK14
TOP3B	RIOK1
MSI1	FASTKD2
S100A2	TTK
RPLP0	PRPF4B
EIF1AD	CASK
MAP10	CAMK2B
MAP10	CAMK2G
HDGFRP2	SRPK1
CCT8L2	EIF2AK2
SPRR1B	EEF2K
STC2	SRC
SERF2	RIOK2
P2RY10	MAP2K2
FCRL3	MAP4K3
PIP	ALPK1
RAMP2	NEK4
CBX6	SRPK2
SLC2A13	RIOK3
RPL28	SRPK1
KCNE1	BLK
BTNL9	PKN3
HSPA1A	TNIK
OR1M1	FGFR1
FTL	DYRK2
NEUROG3	GSG2
TACR3	PRKDC
EZH1	ZAK
YWHAH	PIK3C2B
YWHAH	PIK3C2A
YWHAH	PIK3C3
SCN4A	POMK
CCT8L2	CAMK2G
DUSP16	BUB1
YWHAB	TAOK1
WDR47	NME2
PNMA2	MARK3
CRLF2	FGFR3
CRLF2	FGFR2
SLC31A1	GRK6
C19orf38	TYK2
ZC3H11A	CLK3
MAGEB2	CDK11B
S100P	NEK1
RAMP1	ITPKC
SPANXN4	PAK2
AIFM3	GRK6
PPP3R2	GSK3A
PPP2R5A	CDK17
ZNF467	FLT1
CLEC12B	EPHB4
UNC50	AK4
TRIM49	MYLK2
CCNB1	PKN2
NPY2R	PRKDC
INHBB	PKN1
AVPR1B	EPHA7
SCGB2A1	EPHB4
SLC9A5	PRKAB1
CCDC96	STK38
CTAG1B	PASK
FAM110D	PASK
C1orf115	RIOK1
MTSS1L	CHEK1
EFNA5	MTOR
TTYH1	TRPM7
PRDX2	PANK4
ZNF641	PRKACB
S100A6	PI4KB
TGM7	SCYL2
CMTM8	GK
MARCH4	ADCK2
RAMP2	ADCK1
PTGES3	MARK4
PABPC5	PAN3
R3HDML	CDK7
PCDHGA4	EIF2AK3
FPR1	PDK1
HCST	PIK3CB
SRSF2	MAPK14
FPR1	FUK
ARF6	FGFR2
LRRC25	ATR
CD6	CDK2
C2orf44	ITK
OVOL2	CSNK2A1
OVOL2	CSNK2A2
EFCAB11	CASK
RPL36	SRPK1
FAM120AOS	PASK
YWHAG	CDK12
BTNL9	CAMK1
MAGEA9	PI4K2B
CT45A5	CSNK2A2
ITFG3	PRKDC
RPLP0	CDK12
RAP2A	CHEK1
BACH2	CSNK1E
C3orf18	PI4KA
IFNAR1	FGFR1
KCNE3	EPHA7
SPCS3	DSTYK
LRRC37A2	SRC
PCDHA8	MAP3K7
SLC5A6	RNASEL
SORBS3	ABL2
DRG2	MAPK13
PIPSL	NEK4
PMFBP1	CAMK2A
HCST	FASTKD3
CCDC174	STK4
WWP2	MAP3K7
KPNA1	SRPK3
PPP1R13L	ABL2
SLC22A4	DOLK
MTPN	NADK2
BAG1	SCYL2
C9orf170	MAPK14
SMEK1	GRK6
GPR17	TTK
SPG21	SRC
OR2A4	NAGK
CCDC85A	GRK6
HNRNPCL2	STK26
CEP57	PRKACB
ACACB	GRK7
C3orf52	NEK1
CCDC174	STK3
SLC15A1	PRKDC
CLEC12B	ERN1
RAET1L	SRC
BTNL9	DOLK
LY6H	INSR
SLC18A2	RNASEL
CST9L	EPHA5
YWHAB	PLK4
SSR2	PDK1
TMPRSS13	ADPGK
FBXO2	POMK
CCNO	CDK3
GPAM	SRC
GDI1	NADK
ST14	ADPGK
PTH1R	CAMK1
SOCS7	PRKD2
PRG2	MAPK4
IL13RA2	CDC7
YWHAB	MAP3K3
PNMA2	MAST3
FANCD2OS	DYRK1B
HNRNPCL2	CAMK2G
TMEM208	CSNK1E
KAL1	SRPK2
FAM122B	DYRK1A
NPTN	ATR
OR1M1	BMPR1A
SLC2A10	SRC
S100P	SIK2
MYH9	BLK
CCDC96	BLK
SEMA4C	PKM
EFNA4	ATM
OPALIN	PRKDC
C1orf189	RPS6KA1
MAP10	CAMK1
LAMTOR1	PRKAB2
YWHAZ	MAP3K3
FGF11	PRKAR1B
MTRF1	BLK
EIF2B5	TRPM7
TRAIP	NME2
MPL	EIF2AK3
OSTM1	FASTKD3
SRSF11	PRPF4B
RFESD	PRKAG1
GPR17	CAMK1
FPR1	STK17B
SV2A	RIPK4
DDX31	PRKG1
EDAR	ACVR2A
OR2A4	ITPKC
RLN1	INSR
DTD1	CAMKV
RSPH6A	TTN
MYBBP1A	SRPK2
FKBP5	CAMKK2
CD80	FASTKD1
DHFRL1	INSR
CTAG2	MELK
CRLF2	MET
FTL	PSKH1
SYT2	FGFR1
CDH16	FGFR1
MRAP2	CSNK1G2
DLX6	IP6K1
H2AFB3	GSG2
HSPA1A	PAK2
C6orf222	MAPK14
LURAP1	CDC42BPB
AGBL4	PANK4
MARCH1	EPHB4
PIPSL	MAP2K7
HCST	PI4K2B
ACAD9	NTRK3
MARCH1	GRK6
IGHG2	STK3
IGHG2	STK4
TFDP3	PRKAR1B
EFNB1	PKN3
DNAJC25	BLK
CENPM	AK4
CTTN	RPS6KA1
RBM43	MAPKAPK2
BAG1	WNK1
PSENEN	CDK11B
HSPA2	ABL2
RP9	CSNK2B
TMEM130	FGFR2
C1QL3	NRBP1
MARCH1	BMPR1A
YWHAG	TAOK1
TMEM182	CAMKV
CDC14B	PHKA2
PSME1	PI4K2B
CDC37	RPS6KA2
GYPA	FASTKD3
KCNE3	CDK17
KIF2A	PRKG1
CITED1	STK36
PTH2R	ATM
BRK1	ULK1
TFPT	CSNK2B
CD80	STK17B
TMEM59	FASTKD5
PURG	CLK3
PURG	CLK2
GPR17	MTOR
POLR3K	PRKAG1
BAG2	MAP3K7
CD80	ATM
TNNT1	TLK1
SLC6A1	ERN1
FAM133A	CSNK2A2
NPTN	ATM
HNRNPCL2	MAP2K7
IRS4	PIK3CB
GJA10	ETNK1
TMEM14B	CDK12
STAG3L4	PRKAR2B
CCNL2	PRKACG
B3GAT1	STK26
FEZF1	DGKZ
TGM5	PEAK1
FKBP5	EPHB4
SLC22A2	NEK6
C1orf74	HCK
SKOR1	PRKAA1
C19orf38	STK17B
YWHAB	LATS1
LYPD3	MOS
POU3F1	PAK1
GPR113	SRC
FBXO2	FGFR1
FBXO2	FGFR3
FBXO2	FGFR2
FAM195A	PAPSS1
TTR	PDK1
CCDC96	BUB1
FAXC	CSNK1E
FAXC	CSNK1G2
S100A2	GSG2
ZBTB44	ICK
CYP19A1	SGK3
OR6T1	PKMYT1
TACR3	DSTYK
RBMS2	FASTKD2
CRLF2	STK39
NAA10	TBK1
YWHAG	NEK1
GTF2E1	IKBKB
FBXL17	SRC
ABCA2	ETNK1
NDOR1	CASK
KCNQ3	AKT2
HS1BP3	DSTYK
SPCS1	RIOK2
SUMO1	PAK2
KNDC1	DYRK1B
GCGR	ATM
KIR2DL4	FASTKD1
FOXD4L6	PASK
ACACB	PRKAA1
PALB2	NEK7
LGALS1	MET
NRSN1	EPHA5
ANKRD50	CDK12
RAPGEF5	RIPK1
ACRBP	RIPK4
FGF11	BRD4
LURAP1	CDC42BPG
FBXO2	EPHB4
PPP3R2	SIK3
RCCD1	RIPK1
HCST	STK39
CERS2	SRC
CERS2	PRKAA1
TFPT	CSNK2A2
PIF1	PASK
SRSF3	FASTKD2
DNASE1L1	RPS6KA3
CLEC2D	FASTKD3
ARL8A	DAK
ECM1	MAPK1
ECM1	MAPK3
TRIM17	CAMK4
GCGR	FASTKD1
KCNE3	BRD4
CHST8	PAK4
PLCD3	BRD4
MAGEA8	POMK
FTL	CSNK1E
YWHAH	WNK1
CDKN2AIP	PRKACB
SMIM5	RET
CHP2	UCKL1
ALG6	FGFR3
HPCA	KIAA1804
SENP3	PRKAR1B
ERCC4	CAMK2G
NMS	INSR
PRDM11	NEK9
CCDC96	MAPK6
CAPN2	EIF2AK4
MCM5	PRKAR1B
ATP6V0A4	PCK1
BACE2	BCR
SLU7	PHKB
SLC9A3R2	PRKD2
AVPR2	PDK1
CDKN1B	CDK14
PIPSL	TAOK2
S100B	PEAK1
NPTN	SMG1
FGD5	PRKACB
TRAK1	PLK1
FBLN5	CHEK1
BACE2	MVK
PNMA2	NEK1
SLC30A2	ADCK2
C2orf68	GUK1
PLAGL2	PKN1
